tower_id,avg_latency_ms,avg_packet_loss_pct,avg_download_mbps,avg_upload_mbps,avg_signal_strength_dbm,avg_cpu_utilization_pct,avg_memory_utilization_pct,avg_call_drop_rate,avg_connection_failure_rate,avg_active_users,fault_count,failure,failure_probability,risk_category,recommended_action
T1024,45.1395,1.6243333333333332,81.34308333333334,24.985916666666665,-75.27025,49.89658333333333,54.341166666666666,1.4458333333333333,1.45675,514.7166666666667,0.0,0,16.69,LOW,Normal monitoring
T1025,47.12475,1.5407499999999998,78.46233333333333,24.475833333333334,-73.23625,50.435583333333334,54.66283333333333,1.45,1.6279166666666667,503.85,0.0,0,43.45,MEDIUM,Increase monitoring frequency
T1026,44.76991666666667,1.4746666666666668,79.29983333333332,25.985583333333334,-74.66833333333334,50.43833333333334,55.327,1.5765,1.4895833333333333,492.775,0.0,0,31.72,MEDIUM,Increase monitoring frequency
T1027,45.361916666666666,1.5851666666666666,80.05241666666667,26.401,-74.7085,51.90858333333333,55.755916666666664,1.44875,1.5295833333333335,523.275,0.0,0,22.57,LOW,Normal monitoring
T1028,44.05016666666667,1.5907499999999999,81.29008333333333,24.36775,-75.01333333333334,48.54600000000001,53.477666666666664,1.5709166666666665,1.5242499999999999,501.94166666666666,0.0,0,14.38,LOW,Normal monitoring
T1029,45.017833333333336,1.55175,82.31733333333334,25.420333333333335,-75.30775,50.36808333333333,54.148,1.42625,1.436,483.31666666666666,0.0,0,15.77,LOW,Normal monitoring
T1030,45.53516666666667,1.5521666666666667,80.05158333333334,24.90666666666667,-75.41258333333333,47.84883333333333,55.63925,1.4597499999999999,1.5899166666666666,510.825,0.0,0,27.53,MEDIUM,Increase monitoring frequency
T1031,43.982083333333335,1.5129166666666667,80.20566666666667,23.920833333333334,-74.52250000000001,52.635666666666665,53.49875,1.5064166666666667,1.5745,500.65833333333336,0.0,0,17.34,LOW,Normal monitoring
T1032,44.775,1.5241666666666667,78.96283333333334,23.765583333333332,-75.50783333333334,48.574,56.29358333333333,1.4756666666666665,1.4524166666666667,491.65,0.0,0,19.42,LOW,Normal monitoring
T1033,44.19166666666667,1.4274166666666666,79.22600000000001,24.923166666666667,-77.22058333333332,50.00933333333333,55.80566666666667,1.5176666666666667,1.4813333333333332,486.39166666666665,0.0,0,18.76,LOW,Normal monitoring
T1034,44.404583333333335,1.5315833333333333,80.78766666666667,25.21175,-76.18033333333332,51.165166666666664,53.613749999999996,1.582,1.5259166666666668,489.55,0.0,0,17.3,LOW,Normal monitoring
T1035,44.49258333333333,1.4445000000000001,79.71566666666666,25.386416666666666,-72.72558333333333,49.27575,54.61483333333333,1.4928333333333332,1.4924166666666667,500.4916666666667,0.0,0,27.07,MEDIUM,Increase monitoring frequency
T1036,45.347166666666666,1.482,81.7715,24.698083333333333,-75.80025,50.46133333333333,55.613749999999996,1.5580833333333333,1.5133333333333332,491.39166666666665,0.0,0,28.97,MEDIUM,Increase monitoring frequency
T1037,95.70174999999999,4.630416666666666,60.19941666666667,18.532333333333334,-87.69699999999999,69.61091666666667,71.27958333333332,4.450333333333333,4.549083333333333,400.925,29.0,1,100.0,CRITICAL,Immediate technician inspection
T1038,44.849333333333334,1.5084166666666665,78.54225,25.831333333333337,-74.46366666666667,50.1885,54.32541666666667,1.5055833333333333,1.395,499.375,0.0,0,34.18,MEDIUM,Increase monitoring frequency
T1039,44.7305,1.5474999999999999,79.73108333333333,24.72641666666667,-75.38833333333334,48.55191666666666,56.38941666666667,1.4724166666666667,1.4824166666666665,510.15833333333336,0.0,0,28.0,MEDIUM,Increase monitoring frequency
T1040,45.46341666666667,1.6025833333333332,78.27716666666667,25.032249999999998,-74.91241666666666,49.900999999999996,55.33875,1.5060833333333332,1.4488333333333332,496.23333333333335,0.0,0,25.59,MEDIUM,Increase monitoring frequency
T1041,43.21216666666667,1.5825833333333332,80.16083333333333,24.816166666666668,-75.2575,50.88,54.36066666666667,1.5118333333333331,1.5104166666666667,501.73333333333335,0.0,0,21.74,LOW,Normal monitoring
T1042,46.21033333333333,1.4033333333333333,80.39116666666668,25.459583333333335,-75.57775,51.082750000000004,53.522666666666666,1.5157500000000002,1.4713333333333334,509.51666666666665,0.0,0,22.21,LOW,Normal monitoring
T1043,45.66683333333334,1.4735,77.97058333333332,25.472916666666666,-75.80908333333333,49.72033333333333,55.29975,1.6166666666666667,1.6048333333333333,502.09166666666664,28.0,1,38.43,MEDIUM,Increase monitoring frequency
T1044,43.09191666666666,1.41975,79.96883333333334,24.813583333333334,-74.67633333333333,49.56433333333334,54.64425000000001,1.5700833333333333,1.44625,505.85,0.0,0,27.92,MEDIUM,Increase monitoring frequency
T1045,44.52833333333333,1.537,79.83808333333333,24.3005,-74.69041666666666,50.821333333333335,54.114333333333335,1.5059166666666668,1.5804166666666668,503.80833333333334,0.0,0,14.9,LOW,Normal monitoring
T1046,46.54816666666667,1.5908333333333333,77.79183333333334,24.481083333333334,-74.26458333333333,48.234833333333334,54.67925,1.4066666666666667,1.5365,514.3416666666667,0.0,0,25.4,MEDIUM,Increase monitoring frequency
T1047,45.01441666666666,1.5199166666666666,79.77041666666668,25.258333333333333,-75.63883333333334,47.93141666666667,55.551833333333335,1.4733333333333334,1.4734166666666666,498.1,0.0,0,21.41,LOW,Normal monitoring
T1048,43.63633333333333,1.4815833333333333,82.13725,24.834,-76.12808333333334,50.263749999999995,54.791000000000004,1.5879166666666669,1.42475,500.0833333333333,0.0,0,32.35,MEDIUM,Increase monitoring frequency
T1049,45.62875,1.5823333333333334,78.81066666666668,25.51875,-73.91725,49.666000000000004,54.66741666666667,1.68,1.4988333333333335,498.2916666666667,33.0,1,86.17,CRITICAL,Immediate technician inspection
T1050,44.21566666666667,1.57325,79.48475,24.358249999999998,-74.90941666666666,50.370666666666665,54.092,1.51075,1.4508333333333332,495.0083333333333,32.0,1,12.04,LOW,Normal monitoring
T1051,45.74641666666666,1.4536666666666667,80.15466666666666,25.507583333333333,-74.42775,47.823750000000004,56.2645,1.5731666666666666,1.4483333333333335,501.89166666666665,0.0,0,49.26,MEDIUM,Increase monitoring frequency
T1052,44.66791666666666,1.5335833333333333,79.99766666666666,23.8565,-75.0485,49.2025,53.954166666666666,1.4483333333333335,1.5586666666666666,513.1416666666667,0.0,0,10.56,LOW,Normal monitoring
T1053,44.782666666666664,1.5310833333333334,81.15,23.720000000000002,-75.42966666666666,49.59408333333333,57.253166666666665,1.5411666666666666,1.3466666666666667,504.6666666666667,21.0,1,86.74,CRITICAL,Immediate technician inspection
T1054,45.52708333333333,1.4514166666666666,80.65483333333333,25.4995,-74.67508333333333,49.99691666666667,56.14508333333333,1.50625,1.56225,489.7916666666667,28.0,1,60.2,HIGH,Schedule preventive maintenance
T1055,45.972833333333334,1.4420833333333334,79.56116666666667,25.50133333333333,-75.09016666666666,51.540499999999994,54.695,1.4553333333333331,1.5161666666666667,488.375,35.0,1,66.8,HIGH,Schedule preventive maintenance
T1056,44.71175,1.4278333333333333,78.87816666666666,25.467166666666667,-75.72975,49.716833333333334,57.07241666666666,1.49175,1.5486666666666666,499.94166666666666,0.0,0,20.31,LOW,Normal monitoring
T1057,44.8795,1.4811666666666667,80.40833333333333,24.100916666666667,-75.84941666666667,50.065666666666665,55.038000000000004,1.5182499999999999,1.5865833333333332,506.025,0.0,0,26.61,MEDIUM,Increase monitoring frequency
T1058,45.28125,1.5155833333333333,80.55108333333332,25.50583333333333,-74.50425,49.763083333333334,53.00833333333333,1.4773333333333334,1.48,492.1166666666667,0.0,0,16.61,LOW,Normal monitoring
T1059,44.1455,1.4920833333333334,78.2285,25.177083333333332,-75.55183333333333,48.10425,54.54666666666667,1.5001666666666666,1.4078333333333333,510.84166666666664,29.0,1,77.4,CRITICAL,Immediate technician inspection
T1060,45.103833333333334,1.5353333333333334,80.51458333333333,25.42575,-75.60608333333333,47.14841666666667,55.18241666666667,1.5884166666666666,1.5634166666666667,493.76666666666665,0.0,0,29.39,MEDIUM,Increase monitoring frequency
T1061,44.22658333333333,1.5398333333333334,79.71475000000001,24.15583333333333,-73.97766666666666,51.18483333333334,55.83225,1.47175,1.4723333333333335,503.8,0.0,0,30.33,MEDIUM,Increase monitoring frequency
T1062,44.89066666666667,1.4279166666666667,80.48916666666668,25.439833333333336,-75.17141666666666,50.97366666666667,54.89308333333334,1.43075,1.5415833333333333,509.48333333333335,0.0,0,28.17,MEDIUM,Increase monitoring frequency
T1063,44.624,1.5531666666666666,80.92383333333333,25.698083333333333,-75.54050000000001,49.27625,55.480916666666666,1.50475,1.5781666666666667,497.6,0.0,0,30.97,MEDIUM,Increase monitoring frequency
T1064,44.438583333333334,1.59575,79.7555,25.15375,-76.73700000000001,50.15075,56.11141666666666,1.4469166666666666,1.5245833333333332,498.15833333333336,0.0,0,19.54,LOW,Normal monitoring
T1065,44.80008333333333,1.611,78.79025,24.895416666666666,-75.07041666666667,51.851416666666665,54.76175,1.5525,1.5442500000000001,494.425,0.0,0,29.06,MEDIUM,Increase monitoring frequency
T1066,44.064,1.3835000000000002,79.82325,24.263666666666666,-75.26233333333333,47.05825,53.63575,1.5626666666666666,1.5056666666666667,504.7,0.0,0,24.88,LOW,Normal monitoring
T1067,44.70616666666667,1.5129166666666667,81.44274999999999,26.63041666666667,-74.16191666666667,50.749916666666664,53.65833333333333,1.5315,1.5845833333333335,476.9,0.0,0,19.96,LOW,Normal monitoring
T1068,44.169999999999995,1.4726666666666666,79.21541666666667,25.535500000000003,-75.21791666666667,50.35208333333333,55.994416666666666,1.436,1.4848333333333334,507.775,0.0,0,24.83,LOW,Normal monitoring
T1069,44.59425,1.5702500000000001,78.42925,24.56875,-75.084,49.787166666666664,56.667249999999996,1.4657499999999999,1.5011666666666665,532.1333333333333,0.0,0,25.29,MEDIUM,Increase monitoring frequency
T1070,44.01508333333334,1.5995,79.43933333333332,24.37775,-74.74208333333333,49.84558333333334,54.66575,1.5385,1.466,507.30833333333334,0.0,0,20.54,LOW,Normal monitoring
T1071,45.763333333333335,1.6143333333333334,78.41875,25.15941666666667,-75.38933333333333,49.870250000000006,53.82208333333333,1.6199166666666664,1.5299166666666666,496.94166666666666,0.0,0,19.67,LOW,Normal monitoring
T1072,45.38,1.4785833333333334,79.38575,25.578916666666665,-75.05975,50.061416666666666,56.25233333333333,1.5285,1.4695833333333332,480.90833333333336,33.0,1,29.29,MEDIUM,Increase monitoring frequency
T1073,45.148916666666665,1.6119999999999999,79.48508333333332,25.691333333333333,-74.57375,49.20108333333334,53.27308333333334,1.46275,1.4511666666666665,505.75,0.0,0,11.96,LOW,Normal monitoring
T1074,45.13033333333333,1.4588333333333334,81.34383333333334,24.805416666666666,-75.47758333333333,49.369416666666666,54.78816666666667,1.5919166666666666,1.45075,495.225,0.0,0,28.91,MEDIUM,Increase monitoring frequency
T1075,46.718666666666664,1.5459166666666666,78.73275,24.83325,-76.05083333333333,49.57758333333334,54.07575,1.5008333333333332,1.5276666666666665,491.625,0.0,0,18.48,LOW,Normal monitoring
T1076,45.46325,1.637,82.37566666666666,24.93316666666667,-74.90941666666666,51.13133333333334,55.2625,1.5064166666666667,1.5641666666666665,507.2916666666667,0.0,0,26.32,MEDIUM,Increase monitoring frequency
T1077,44.311416666666666,1.4439166666666667,81.04008333333333,24.50725,-73.64891666666668,50.21241666666666,55.68283333333333,1.45225,1.4685833333333334,501.9583333333333,30.0,1,78.8,CRITICAL,Immediate technician inspection
T1078,95.08541666666666,4.440416666666667,64.21758333333334,17.570249999999998,-87.5995,70.06958333333334,69.42399999999999,4.506833333333334,4.503666666666666,405.6,28.0,1,100.0,CRITICAL,Immediate technician inspection
T1079,43.80783333333333,1.5553333333333332,81.0415,24.687666666666665,-75.36175,49.96333333333334,55.877583333333334,1.5138333333333334,1.4755833333333332,477.35833333333335,0.0,0,23.02,LOW,Normal monitoring
T1080,45.55,1.6306666666666667,79.43024999999999,25.4825,-75.02575,48.84191666666666,54.30225,1.49925,1.4339166666666665,508.44166666666666,0.0,0,27.01,MEDIUM,Increase monitoring frequency
T1081,45.06133333333333,1.5473333333333334,82.40633333333334,25.213916666666666,-75.18191666666667,49.953583333333334,54.167249999999996,1.482,1.5808333333333333,499.28333333333336,0.0,0,17.26,LOW,Normal monitoring
T1082,45.09475,1.4733333333333334,81.7495,24.760166666666667,-75.29575,47.64458333333334,55.158249999999995,1.5771666666666666,1.4274166666666666,495.1333333333333,0.0,0,28.07,MEDIUM,Increase monitoring frequency
T1083,45.15783333333333,1.50725,77.58116666666666,26.10891666666667,-73.93175,49.26691666666667,54.755833333333335,1.45875,1.5115,506.425,0.0,0,20.99,LOW,Normal monitoring
T1084,45.249,1.5642500000000001,77.93108333333333,24.305,-75.83966666666667,51.99433333333333,56.64125,1.5582500000000001,1.4652500000000002,487.55833333333334,0.0,0,17.99,LOW,Normal monitoring
T1085,44.64675,1.5588333333333333,79.50675,25.329833333333333,-74.10674999999999,50.4885,56.241083333333336,1.5443333333333333,1.4695,496.925,31.0,1,53.51,HIGH,Schedule preventive maintenance
T1086,46.53341666666667,1.5440833333333333,79.95425,25.212416666666666,-74.87633333333333,48.78033333333334,55.25625,1.4385833333333333,1.49,509.825,0.0,0,25.41,MEDIUM,Increase monitoring frequency
T1087,45.42216666666666,1.6489166666666668,79.74425,24.828833333333332,-74.89816666666667,50.32266666666667,55.33941666666667,1.5065833333333332,1.4072500000000001,506.0,0.0,0,37.7,MEDIUM,Increase monitoring frequency
T1088,43.00325,1.5660833333333335,80.51849999999999,24.67366666666667,-76.12683333333332,50.150666666666666,54.94216666666667,1.4179166666666667,1.5265,508.15833333333336,0.0,0,22.06,LOW,Normal monitoring
T1089,44.771,1.4451666666666665,76.75466666666667,24.882333333333335,-74.6005,50.34708333333333,54.88483333333333,1.5401666666666667,1.4950833333333333,494.0833333333333,0.0,0,26.19,MEDIUM,Increase monitoring frequency
T1090,44.49283333333334,1.5195833333333333,79.58166666666666,24.847666666666665,-74.15733333333333,50.71491666666667,55.932,1.4854999999999998,1.5684166666666668,496.43333333333334,0.0,0,27.29,MEDIUM,Increase monitoring frequency
T1091,44.080749999999995,1.4608333333333334,80.29666666666667,25.000833333333333,-76.329,50.83408333333333,55.8405,1.5264166666666665,1.48025,480.60833333333335,0.0,0,14.49,LOW,Normal monitoring
T1092,44.05050000000001,1.5424166666666668,80.21433333333333,24.88875,-75.38433333333334,50.874916666666664,56.90866666666667,1.4861666666666666,1.5586666666666666,494.71666666666664,0.0,0,19.91,LOW,Normal monitoring
T1093,44.636583333333334,1.4505833333333333,78.48516666666666,25.51725,-75.35825,50.27708333333333,56.583083333333335,1.5029166666666667,1.59675,499.21666666666664,0.0,0,29.21,MEDIUM,Increase monitoring frequency
T1094,44.91883333333333,1.56375,80.18008333333334,24.607416666666666,-74.75966666666666,48.89533333333333,55.379749999999994,1.4309166666666668,1.5573333333333332,496.43333333333334,0.0,0,26.03,MEDIUM,Increase monitoring frequency
T1095,44.24133333333334,1.5522500000000001,80.44691666666667,24.56225,-75.72125,49.312583333333336,55.989916666666666,1.4901666666666666,1.4189166666666668,488.34166666666664,0.0,0,23.8,LOW,Normal monitoring
T1096,42.88133333333334,1.4779166666666665,83.38550000000001,24.679666666666666,-75.42908333333334,49.66433333333334,54.35116666666667,1.4463333333333332,1.5210833333333333,511.6333333333333,0.0,0,28.54,MEDIUM,Increase monitoring frequency
T1097,44.38616666666667,1.4765000000000001,80.08716666666666,25.28483333333333,-74.73066666666666,50.089000000000006,55.20558333333334,1.4789999999999999,1.5488333333333333,500.325,0.0,0,22.09,LOW,Normal monitoring
T1098,44.96516666666666,1.5023333333333333,80.05216666666666,25.818833333333334,-75.09966666666666,50.131,53.50758333333333,1.58725,1.50025,520.3833333333333,0.0,0,17.63,LOW,Normal monitoring
T1099,44.09133333333333,1.5150833333333333,79.6515,25.133750000000003,-75.35108333333332,47.48475,55.39458333333334,1.4929999999999999,1.4673333333333334,510.44166666666666,0.0,0,25.22,MEDIUM,Increase monitoring frequency
T1100,45.071749999999994,1.59225,79.75666666666666,24.810083333333335,-74.82124999999999,50.95025,56.61291666666667,1.54225,1.6046666666666667,501.84166666666664,0.0,0,38.35,MEDIUM,Increase monitoring frequency
T1101,45.02583333333334,1.5544166666666668,79.93825,25.00841666666667,-75.22399999999999,50.197916666666664,54.03916666666667,1.3881666666666668,1.4781666666666666,505.89166666666665,0.0,0,15.99,LOW,Normal monitoring
T1102,44.723333333333336,1.451,77.45041666666665,24.04866666666667,-75.26241666666667,51.27316666666666,54.9205,1.5164166666666667,1.4514166666666666,496.4166666666667,0.0,0,20.88,LOW,Normal monitoring
T1103,46.18033333333334,1.52625,79.82075,25.382333333333335,-75.80033333333334,48.29525,55.0765,1.5430833333333331,1.4898333333333333,494.80833333333334,0.0,0,28.69,MEDIUM,Increase monitoring frequency
T1104,43.98408333333334,1.4785,83.28691666666667,25.803083333333333,-75.12883333333333,50.74066666666667,55.46583333333333,1.4865833333333334,1.562,477.95,0.0,0,34.25,MEDIUM,Increase monitoring frequency
T1105,44.32675,1.3959166666666667,79.69333333333334,25.201999999999998,-75.13891666666667,51.41833333333333,55.216750000000005,1.4411666666666667,1.432,496.3833333333333,37.0,1,40.5,MEDIUM,Increase monitoring frequency
T1106,43.82333333333334,1.47875,80.20599999999999,24.881916666666665,-75.821,50.48416666666667,56.70766666666667,1.4559166666666667,1.5681666666666667,491.3333333333333,0.0,0,17.19,LOW,Normal monitoring
T1107,43.6825,1.4832500000000002,77.72891666666666,25.82991666666667,-75.11025,50.31441666666667,54.531166666666664,1.4996666666666667,1.5275,504.8,0.0,0,27.96,MEDIUM,Increase monitoring frequency
T1108,46.701249999999995,1.5123333333333333,80.17508333333333,25.329833333333333,-73.909,47.8035,56.11133333333333,1.5608333333333335,1.5397500000000002,515.3416666666667,0.0,0,41.54,MEDIUM,Increase monitoring frequency
T1109,45.446416666666664,1.48875,78.66558333333334,24.97683333333333,-74.93058333333333,50.92525,54.83408333333333,1.4493333333333331,1.4958333333333333,497.55833333333334,0.0,0,23.67,LOW,Normal monitoring
T1110,45.53183333333333,1.4231666666666667,78.61458333333333,25.297166666666666,-75.17575000000001,50.410666666666664,56.56158333333334,1.4863333333333333,1.5566666666666669,518.7333333333333,0.0,0,23.08,LOW,Normal monitoring
T1111,45.14758333333334,1.5568333333333333,81.96691666666668,25.481416666666668,-74.58850000000001,49.425916666666666,55.588,1.5668333333333335,1.5420833333333335,496.175,0.0,0,28.67,MEDIUM,Increase monitoring frequency
T1112,42.59008333333334,1.52125,79.08533333333334,24.045,-74.51225,48.953583333333334,54.74491666666667,1.5194166666666669,1.4594999999999998,498.025,0.0,0,27.04,MEDIUM,Increase monitoring frequency
T1113,43.83358333333333,1.5193333333333332,78.45666666666666,25.446416666666668,-73.6515,47.938250000000004,56.1045,1.5441666666666667,1.6144166666666666,502.89166666666665,37.0,1,88.05,CRITICAL,Immediate technician inspection
T1114,44.837583333333335,1.4714166666666666,79.90508333333334,24.661083333333334,-74.28083333333333,50.90391666666667,55.28925,1.5226666666666666,1.5080833333333332,501.7,0.0,0,32.06,MEDIUM,Increase monitoring frequency
T1115,45.206916666666665,1.3917499999999998,78.29625,25.143083333333333,-75.786,51.31341666666666,54.35516666666667,1.4501666666666668,1.50375,494.03333333333336,0.0,0,20.14,LOW,Normal monitoring
T1116,45.5205,1.5609166666666667,80.72250000000001,24.227333333333334,-75.69225,50.39058333333333,56.19866666666667,1.4579166666666665,1.5448333333333333,492.35,0.0,0,18.67,LOW,Normal monitoring
T1117,46.149750000000004,1.4075833333333334,78.94,25.500083333333336,-75.30566666666667,49.68241666666667,56.1925,1.5233333333333334,1.5175833333333333,496.35,0.0,0,33.16,MEDIUM,Increase monitoring frequency
T1118,44.029833333333336,1.5636666666666668,78.99041666666668,24.67941666666667,-75.70258333333332,48.97716666666667,54.1125,1.4349166666666666,1.5098333333333334,510.05,0.0,0,9.23,LOW,Normal monitoring
T1119,44.248583333333336,1.5450833333333334,80.54483333333333,24.539499999999997,-74.83916666666667,50.07691666666667,56.243583333333326,1.4338333333333333,1.4500833333333332,493.825,0.0,0,18.53,LOW,Normal monitoring
T1120,43.712583333333335,1.4734166666666666,78.40283333333333,24.357000000000003,-75.12283333333333,49.086666666666666,54.70466666666667,1.5564166666666668,1.4200000000000002,506.75,0.0,0,34.09,MEDIUM,Increase monitoring frequency
T1121,45.316833333333335,1.4864166666666667,81.14216666666667,25.11525,-76.42,48.58058333333334,56.1775,1.5983333333333334,1.5501666666666667,474.9166666666667,0.0,0,18.93,LOW,Normal monitoring
T1122,45.471000000000004,1.5351666666666666,81.05608333333333,24.493583333333333,-74.53725,51.48941666666666,55.91991666666667,1.5991666666666666,1.4819166666666668,491.43333333333334,0.0,0,33.77,MEDIUM,Increase monitoring frequency
T1123,94.35641666666668,4.495916666666667,60.51766666666666,18.884916666666665,-88.8265,70.76858333333332,69.92458333333335,4.461166666666667,4.4896666666666665,401.075,36.0,1,100.0,CRITICAL,Immediate technician inspection
T1124,45.024,1.50275,79.38374999999999,25.004416666666668,-74.06841666666666,49.72616666666667,56.06283333333333,1.6035,1.5641666666666665,509.40833333333336,0.0,0,58.21,HIGH,Schedule preventive maintenance
T1125,45.56975,1.5819166666666669,78.04183333333334,25.068583333333333,-75.17516666666667,50.26616666666666,54.4295,1.5779999999999998,1.4338333333333333,511.60833333333335,0.0,0,33.53,MEDIUM,Increase monitoring frequency
T1126,44.36691666666666,1.551,79.089,25.384166666666665,-76.105,49.71425,56.43875,1.44125,1.5596666666666665,490.90833333333336,0.0,0,16.69,LOW,Normal monitoring
T1127,46.732166666666664,1.4895833333333333,78.33483333333334,24.795749999999998,-75.24008333333333,50.446416666666664,56.42575,1.4840833333333334,1.5653333333333335,502.34166666666664,26.0,1,71.46,HIGH,Schedule preventive maintenance
T1128,43.653083333333335,1.46925,80.51016666666666,25.547833333333333,-75.17808333333333,50.313,57.24791666666667,1.5816666666666668,1.4663333333333335,503.30833333333334,0.0,0,33.07,MEDIUM,Increase monitoring frequency
T1129,94.15375,4.530833333333334,60.2975,18.875166666666665,-88.46849999999999,69.038,70.02058333333333,4.510666666666666,4.451416666666666,412.5,37.0,1,100.0,CRITICAL,Immediate technician inspection
T1130,43.559,1.5675,78.31700000000001,24.861583333333332,-74.95691666666667,50.08425,55.32166666666667,1.5266666666666666,1.3756666666666668,496.1666666666667,0.0,0,32.74,MEDIUM,Increase monitoring frequency
T1131,45.73141666666667,1.6925,80.132,25.228,-75.04458333333334,48.638083333333334,53.690000000000005,1.3873333333333333,1.5984166666666666,507.98333333333335,0.0,0,19.76,LOW,Normal monitoring
